"Spinitron v2","Maximum limit is 200. Default limit is 20.",1.0.0,"22-02-2018 19:42:40","22-02-2018 19:42:40"
Spotify,,v1,"29-10-2015 01:09:44","25-11-2017 13:11:26"
"Square Connect","Client library for accessing the Square Connect APIs",2.0,"27-11-2016 23:01:46","21-08-2017 08:17:21"
StackExchange,"Stack Exchange is a network of 130+ Q&A communities including Stack Overflow.
",2.0,"29-12-2015 20:33:43","04-04-2017 17:27:32"
"api.ecota.co v2","The API ecotaco allows you to connect, create an account,
manage your credit cards and order rides.
",1.0.0,"28-09-2017 23:20:07","18-12-2017 08:20:02"
"StatSocial Platform","API Reference: <br><br> The StatSocial API is organized around REST. Our API is designed to have pre",1.0.0.,"22-10-2015 19:48:00","04-04-2017 17:27:32"
Storecove,"Storecove API",2.0.1,"15-08-2017 11:43:15","19-02-2018 08:08:39"
Stripe,"The Stripe REST API. Please see https://stripe.com/docs/api for more details.",2018-02-06,"14-11-2017 11:01:43","19-02-2018 08:08:39"
"City of Surrey Open511","This API provides real time traffic obstruction events occuring within the City of Surrey.",0.1,"24-02-2018 17:20:15","24-02-2018 17:20:15"
"City of Surrey Traffic Loop Count API.","This API provides locations of City of Surrey traffic loops and the corresponding traffic loop count",0.1,"24-02-2018 17:20:15","24-02-2018 17:20:15"
"Swagger Generator","This is an online swagger codegen server.  You can find out more at https://github.com/swagger-api/s",2.2.3,"23-10-2016 15:32:30","05-02-2018 07:13:13"
"SwaggerHub Registry","# Introduction
This is the registry API for SwaggerHub. It allows you to access, manage, and update ",1.0.45,"13-06-2017 12:09:47","13-06-2017 12:09:47"
"SYNQ Video","* [Sign up for a developer API key!](https://www.synq.fm/register)
* [SYNQ API Guide](/)",1.9.1,"30-05-2017 10:32:09","10-08-2017 20:49:32"
taggun.io,"Expects only running software, real reactions, and beautifully crafted APIs to serve your every desi",1.0.40,"26-11-2017 17:08:35","19-02-2018 08:08:39"
Taxamo,"Taxamo’s elegant suite of APIs and comprehensive reporting dashboard enables digital merchants to ",1,"16-07-2015 21:11:55","04-04-2017 17:27:32"
Taxrates.io,"Taxrates.io API - the successfully streamlined tax rates monitoring process. Use 'Expand operation' ",0.0.1,"24-10-2017 09:11:12","24-10-2017 09:11:12"
"Transport for London Unified","Our unified API brings together data across all modes of transport into a single RESTful API. This A",v1,"29-04-2017 10:49:26","19-02-2018 08:08:39"
"The Noun Project","Icons for Everything",1.0.0,"16-11-2015 21:26:35","20-11-2017 15:10:56"
"The SMS Works","The SMS Works provides a low-cost, reliable SMS API for developers. Pay only for delivered texts, al",1.0.0,"15-12-2017 11:03:17","19-02-2018 08:08:39"
"TheTVDB API v2","API v2 targets v1 functionality with a few minor additions. The API is accessible via https://api.th",2.1.2,"09-11-2015 22:55:27","05-02-2018 07:13:13"
traccar,"Open Source GPS Tracking Platform",3.15,"11-12-2017 13:15:36","11-12-2017 13:15:36"
"Airports API v2","Returns all airports",1.0,"27-11-2017 10:58:06","27-11-2017 10:58:06"
Trello,"This document describes the REST API of Trello as published by Trello.com.
 - <a href='https://trell",1.0,"16-11-2015 22:58:04","04-04-2017 17:27:32"
"Turbine Labs","Turbine Labs Public REST API",1.0,"22-02-2018 18:44:06","22-02-2018 18:44:06"
"TVmaze user","Access to the user API is only possible for users with a [premium](http://www.tvmaze.com/premium) ac",1.0,"10-08-2017 07:03:11","10-08-2017 07:03:11"
Twilio,"Enabling phones, VoIP, and messaging to be embedded into web, desktop, and mobile software.
",2010-04-01,"07-12-2015 18:27:02","04-04-2017 17:27:32"
Twine,"# Overview
The Twine Health API is RESTful API. The requests and responses are formated according to",7.18.0,"06-09-2017 13:13:01","19-02-2018 08:08:39"
Twitter,,1.1,"14-11-2017 12:09:34","20-11-2017 15:10:56"
"uebermaps API endpoints","Enable people to store spots on public and private maps",2.0,"20-01-2017 22:04:27","27-06-2017 16:49:57"
"VAT API","A developer friendly API to help your business achieve VAT compliance",1,"18-06-2015 13:16:10","20-11-2017 15:10:56"
"Available API endpoints","VersionEye is a cross-platform search engine for free/libre/open source software libraries.",2.0,"06-03-2016 21:47:05","23-10-2017 13:10:35"
Vestorly,"Vestorly Developers API",1.0.0,"22-10-2015 19:48:00","27-06-2017 16:49:57"
VictorOps,"This API allows you to interact with the VictorOps platform in various ways. Your account may be lim",0.0.2,"13-06-2017 10:07:43","05-02-2018 08:23:20"
VisageCloud,"Face search, recognition & classification API. Just make a call to our REST API each time your app n",1.1,"26-02-2017 17:03:31","22-01-2018 15:44:32"
VocaDB,,v1,"26-11-2017 17:10:51","19-02-2018 08:08:39"
"Voodoo Manufacturing 3D Print","Welcome to the Voodoo Manufacturing API docs!

Your Voodoo Manufacturing API key must be included wi",2.0.0,"27-11-2017 10:58:20","29-01-2018 10:51:01"
"CitySDK Linked Data","An API for the distribution and annotation of open data, for small cities and big metropolitan areas",v1,"14-07-2015 11:50:33","20-11-2017 15:10:56"
watchful.li,,1.0.0,"09-11-2015 22:55:27","20-11-2017 15:10:56"
Wavecell.Sms.Api,"This API allows Wavecell customers to originate request to send SMS messages anywhere in the World. ",v1,"26-11-2016 22:03:03","30-05-2017 13:23:20"
"Wealthport API","Onedot provides a simple, lightweight and open Web API based on the Open API 2.0 standard (<a href=""",1.0,"30-05-2017 10:41:01","05-02-2018 08:23:20"
"Weatherbit.io - Weather","This is the documentation for the Weatherbit API.  The base URL for the API is [http://api.weatherbi",2.0.0,"25-11-2017 11:22:43","25-11-2017 11:22:43"
Accounts,"The Accounts API is a collection of methods used to query a customer account. It allows the develope",2.0.0,"26-11-2017 16:51:11","17-01-2018 08:35:04"
Bets,"The Bets API methods are used to place single, multiple and complex bets and to retrieve a customer�",2.0.0,"26-11-2017 16:51:11","17-01-2018 08:35:04"
Locations,"The Locations API is a collection of methods that support geographical information. The first method",2.0,"26-11-2017 16:51:11","17-01-2018 08:35:04"
Numbers,"The William Hill Numbers API uses a single method that allows you to generate random numbers for you",2.0,"26-11-2017 16:51:11","17-01-2018 08:35:04"
Sessions,"The William Hill Sessions API uses a central authentication service (CAS*) on all resources that req",2.0.0,"26-11-2017 16:51:11","19-02-2018 08:08:39"
SportsData,"The William Hill SportsData REST API is a collection of GET methods to provide William Hill product ",2,"26-11-2017 16:51:11","17-01-2018 08:35:04"
"Who Hosts This","Hosting provider discover",0.0.1,"25-02-2018 19:27:27","25-02-2018 19:27:27"
Wikimedia,"This API provides cacheable and straightforward access to Wikimedia content and data, in machine-rea",1.0.0,"14-12-2015 18:53:29","05-02-2018 07:13:13"
BatchService,"A client for issuing REST requests to the Azure Batch service.",2017-09-01.6.0,"10-04-2016 23:18:20","19-02-2018 08:41:37"
GraphRbacManagementClient,"The Graph RBAC Management Client",1.6,"29-06-2016 10:28:32","19-02-2018 08:41:37"
"Winning Email","The Winning Email API allows you to access our services from your applications. Contact us if you ne",1.0.0,"22-09-2015 16:21:28","04-04-2017 17:27:32"
"Real-Time Bus Predictions","Real-time bus prediction methods.",1.0,"12-08-2017 17:06:43","20-09-2017 08:20:19"
"Bus Route and Stop Methods","Bus stop information, route and schedule data, and bus positions.",1.0,"12-08-2017 17:06:43","19-02-2018 08:08:39"
Incidents,"Rail, bus, and elevator disruptions/outages.",1.0,"12-08-2017 17:06:43","20-09-2017 08:20:19"
"Real-Time Rail Predictions","Real-time rail prediction methods.",1.0,"12-08-2017 17:06:43","20-09-2017 08:20:19"
"Rail Station Information","Rail line and station information, including locations, fares, times, and parking.",1.0,"12-08-2017 17:06:43","05-02-2018 08:23:20"
"Word Associations","The Word Associations Network API allows developers to embed the ability to find associations for a ",1.0,"08-01-2018 11:33:39","08-01-2018 11:33:39"
Wordnik,"Wordnik is the world's biggest online English dictionary, by number of words
",4.0,"22-12-2015 17:23:32","20-11-2017 15:10:56"
"Wowza Streaming Cloud REST API Reference Documentation","
# About the REST API

The Wowza Streaming Cloud<sup>TM</sup> REST API (application programming inte",1,"25-11-2017 12:39:25","25-11-2017 12:39:25"
Transform,"This API provides XML to JSON, JSON to XML transformations.",1.0.0,"27-11-2017 08:50:06","27-11-2017 08:50:06"
Accounting,"# Introduction
The Xero Accounting API is a RESTful web service and uses the OAuth (v1.0a) protocol ",2.0,"09-12-2017 14:21:17","11-12-2017 13:15:36"
XKCD,"Webcomic of romance, sarcasm, math, and language.",1.0.0,"26-11-2015 00:19:00","04-04-2017 17:27:32"
Yunbi,"Professional Cloud Trading Platform for Digital Assets",v2,"16-07-2015 21:11:55","21-08-2017 08:17:21"
"Zalando Shop","The shop API empowers developers to build amazing new apps or websites using Zalando shop data and s",v1.0,"04-09-2017 15:05:43","04-09-2017 15:05:43"
"Zappiti Player","Move your app forward with the Zappiti Player API. Use http://your-player-ip:8990/ as base URL for y",4.15.174,"24-03-2017 15:09:24","03-10-2017 18:45:03"
Zoom,"API Description",2.0.0,"02-02-2018 13:43:28","05-02-2018 08:23:20"
"Zoom Connect","The world's greatest SMS API",1,"23-08-2015 20:35:00","22-01-2018 15:44:32"
"Zuora API Reference","

# Introduction
Welcome to the reference for the Zuora REST API!

<a href=""http://en.wikipedia.org/",2017-12-06,"11-12-2017 13:15:36","11-12-2017 13:57:27"
